city,GEOID,lon,lat,Income,pct_black,pct_hispanic,pct_other_race,mobility_in_entropy,mobility_in_degree,mobility_in_weight,mobility_in_missing_income_neighbors,mobility_out_entropy,mobility_out_degree,mobility_out_weight,mobility_out_missing_income_neighbors,mentions_in_entropy,mentions_in_degree,mentions_in_weight,mentions_in_missing_income_neighbors,mentions_out_entropy,mentions_out_degree,mentions_out_weight,mentions_out_missing_income_neighbors,Income_k,Income_k_sq
Chicago,17031500300,-87.607696,41.688814,33836,0.45116572148708256,0.2432262129804663,0.04032766225582861,0.9150835766595092,121,154.0,0,0.90631525331431,67,78.0,0,0.2514629985800606,6,6.0,0,0.3138452198949893,4,4.0,0,33.836,1144.8748959999998
Chicago,17031260700,-87.727931,41.877218,22679,0.8432879952690716,0.09698403311649911,0.04021289178001183,0.9438246643015208,128,158.0,0,0.8032687656789946,119,152.0,0,0.7830105436513013,47,50.0,0,0.7059124811503464,139,169.0,0,22.679,514.3370409999999
Chicago,17031491400,-87.616044,41.688845,25904,0.9236405707674509,0.030852294639413805,0.039336675665252605,0.8268380232792789,142,207.0,0,0.8312501744846958,130,167.0,0,0.5920755354596068,9,9.0,0,0.4444299884274581,7,7.0,0,25.904,671.017216
Chicago,17031815600,-87.826707,41.845259,60885,0.055456490727532094,0.3646576319543509,0.061697574893009983,0.9288303505687636,242,458.0,0,0.975816410553256,231,388.0,0,0.7224994136085832,10,11.0,0,0.8661327173632023,14,15.0,0,60.885,3706.983225
Chicago,17031838000,-87.680551,41.877866,20540,0.6325914749151264,0.0954356846473029,0.0946812523576009,0.935072107845112,170,202.0,0,0.9773680249788868,79,109.0,0,0.5644754678724236,5,6.0,0,0.7127263906780549,7,7.0,0,20.54,421.8916
Chicago,17031230700,-87.721849,41.906478,33060,0.08845287873914442,0.8102283692505629,0.029430685107751688,0.9054705209000676,128,165.0,0,0.9852840317508026,173,240.0,0,0.7662880740732081,11,11.0,0,0.8208738402570189,10,10.0,0,33.06,1092.9636
Chicago,17031292200,-87.715793,41.856697,22316,0.8511216859279401,0.09755268524813053,0.02141400407885792,0.765428774573076,60,65.0,0,0.8271076561119405,86,110.0,0,0.5163243724731961,13,13.0,0,0.5531651505880458,14,14.0,0,22.316,498.0038559999999
Chicago,17031842400,-87.630788,41.747588,36310,0.9565932259125288,0.017428477474514963,0.02071686945083854,0.8242136433447589,309,551.0,0,0.8089416272475949,106,125.0,0,0.7987187700196962,29,30.0,0,0.9006757139383933,20,20.0,0,36.31,1318.4161000000001
Chicago,17031808702,-87.678057,42.053875,66071,0.0582010582010582,0.10217113665389528,0.3023170954205437,0.97138889115087,177,251.0,0,0.941156670085212,120,200.0,0,0.7127263906780549,7,7.0,0,0.6439156385193586,5,7.0,0,66.071,4365.377041
Chicago,17031081800,-87.638912,41.893404,93934,0.02180603182977227,0.05187725314340983,0.1427064099182274,0.9761395717304064,726,1381.0,0,0.8849947975352059,234,543.0,0,0.942737243525294,46,51.0,0,0.9282136470754652,16,16.0,0,93.934,8823.596356
